145,Love this for my plants,It¡¯s quiet and raises humidity for my plants even through the dry winter.
146,Excellent Humidifier,"Bought this after master bedroom would regularly drop below 19% humidity according to my EcoBee3.  I have hard water in my home, so I started buying jugs of distilled water as recommended in the instructions.  What a difference!  The humidifier does an excellent job at keeping my room at my desired humidity levels.  It is virtually silent, and the night mode turns off the display making it perfect for use while asleep.

Before this, I've only ever used the $20 range humidifiers and after using this, I doubt it'll go back.  The app allows me to customize my desired level, as well as override if needed.  The push notifications letting me know when to clean / refill humidifier are big pluses as well."
147,"This item broke after 8 weeks of use, it is not made well!","Poorly built ""Made in China"" item that broke after minimal use."
148,Love love love,"Love that this device is a smart device. Let¡¯s me know when it¡¯s empty through an app notification, ability to set desired humidity % & will also shut off when it¡¯s 5% more than the desired %, reminds me to clean it, has a schedule, etc"
149,Good humidifier. Bad wifi connection.,"Overall great humidifier but I have been having constant wifi disconnections every since I got it which makes any customizations inaccessible unless you are connected. After Googling troubleshoots it turns out this is not an uncommon issue. Unfortunately all responses from Levoit point to it being everyones router problem and not an actual problem with their own product. The only real way of fixing it is unplugging it from the wall and plugging back in and if that doesn¡¯t work then you¡¯re SOL. I bought mine back in November so my return window has expired and I¡¯m stuck with a humidifier that doesn¡¯t have a working wifi.

Do yourself a favor and return this product immediately if you run into this issue."
150,Works well, Easy to setup
151,Really pleased with this!,I was pretty specific when looking for a humidifier. It was important to be able to schedule on/off times as this was for my office. So far (it¡¯s been two weeks) this has checked all the boxes. I was able to set up a schedule in the app with ease. The app sends me notifications when the water is out or when the room humidity is low. It¡¯s quiet and holds a good amount of water that lasts over multiple days. (I run it for 7 hours every day.) Recommended!
152,Don't buy it!,"I didn't believe the other reviewers.  This thing leaves white dust everywhere because I'm not using distilled water. At the rate I'm using it, that would be an extra $60 - $70 a month plus lugging gallons of water upstairs everyday.  There's too many tiny crevices that are a pain to clean every couple days with vinegar.  Also, I don't use the Alexa features.  I thought I would but since the thing runs 24/7, I haven't needed to.  I'll be looking for a different method to humidify my place next winter."
153,No Service after the sale,Trying to return 300s did not work as expected. Please send me a RMA so I can return for a refund. I have tried to return This item for days. Called their phone number message says use email. Then you wait. I do not want your humidifier I do not need. Please send me a RMA
154,Works great and is silent as the grave,"I needed a humidifier for my living room where most of my guitars are hanging on the wall. I live in NY where winter can get pretty dry and can be pretty damaging to them. I wanted something silent, had a large tank so I'm not constantly refilling it every day, and had an automatic humidity control so I don't have to keep checking the humidity level on my Google Nest thermostat and have to manually turn it on and off. This fit the bill perfectly. It has everything I wanted, and more. The app, which someone the reviews said was buggy and didn't work, is a great bonus. I'm not experiencing any problems with it. There, I can customize my humidity level, control the amount of mist, night light, and put it on a timer or sleep mode. It's actually a very convenient and useful app.

That being said, there are a few quirks I'm still working out. I noticed when I refill the tank and place it back into the unit, the humidity level on the digital readout on the front of the unit will spike. Sometimes going into the high 60s, which it definitely isn't. I'm wondering if I'm dripping water onto the sensor when I place the tank back on the unit. I'll have to figure out where the sensor is and try to remedy it.

Second, I saw a few reviews stating it produces a white film on everything in the room where it's working, and that seems to be true. But this isn't the fault of the unit. That white film is minerals in your water. If you're using tap water, you'll likely have this white film. And if the unit is running quite a bit on a dry day, it can actually cause there to be a haze in your home, almost like you burnt toast and there's a haze from the smoke. The company recommends using distilled water and I think I'm going to try that out. I'm sure it's not dangerous being that it's just minerals, but it just looks bad and is annoying to have to dust everything in a week of use.

Other than those two small problems, it's a great unit for the price. It's almost completely silent, has a nice big tank opening so cleaning it is a breeze, and it's well made. I like this brand a lot."
